fiscal_year,month_numeric,month,category,current_month_value,current_year_to_date_val,prev_month_value,prev_year_to_date_val,released_on,updated_on,data_source,data_url
2025-2026,1,January,(SECURITIES AGAINST SMALL SAVINGS),25474.45,162023.92,-11229.01,120819.45,2026-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,2,February,(SECURITIES AGAINST SMALL SAVINGS),31467.84,193491.76,37150.43,157969.88,2026-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,3,March,(SECURITIES AGAINST SMALL SAVINGS),,,3697.93,161667.81,2026-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,4,April,(STATE PROVIDENT FUNDS),1920.18,1920.18,2877.74,2877.74,2025-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,5,May,(STATE PROVIDENT FUNDS),-2907.44,-987.26,-2788.11,89.63,2025-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,6,June,(STATE PROVIDENT FUNDS),-2178.41,-3165.67,-2045.46,-1955.83,2025-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,7,July,(STATE PROVIDENT FUNDS),-797.03,-3962.70,-220.83,-2176.66,2025-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,8,August,(STATE PROVIDENT FUNDS),-1432.17,-5394.87,-1035.61,-3212.27,2025-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,9,September,(STATE PROVIDENT FUNDS),-977.32,-6372.19,-1020.46,-4232.73,2025-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,10,October,(STATE PROVIDENT FUNDS),-831.05,-7203.24,-548.14,-4780.87,2025-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,11,November,(STATE PROVIDENT FUNDS),-796.75,-7999.99,-667.89,-5448.76,2025-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,12,December,(STATE PROVIDENT FUNDS),-720.46,-8720.45,-561.52,-6010.28,2026-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,1,January,(STATE PROVIDENT FUNDS),-14241.16,-22961.61,-1602.22,-7612.50,2026-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,2,February,(STATE PROVIDENT FUNDS),-1150.66,-24112.27,-996.88,-8609.38,2026-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,3,March,(STATE PROVIDENT FUNDS),,,13536.69,4927.31,2026-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,4,April,"(SPECIAL DEPOSITS OF NON-GOVT. PROVIDENT FUNDS, INSURANCE CORPORATION ETC.)",-25.89,-25.89,-13.85,-13.85,2025-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,5,May,"(SPECIAL DEPOSITS OF NON-GOVT. PROVIDENT FUNDS, INSURANCE CORPORATION ETC.)",-206.55,-232.44,-67.88,-81.73,2025-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,6,June,"(SPECIAL DEPOSITS OF NON-GOVT. PROVIDENT FUNDS, INSURANCE CORPORATION ETC.)",1699.49,1467.05,-40.36,-122.09,2025-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,7,July,"(SPECIAL DEPOSITS OF NON-GOVT. PROVIDENT FUNDS, INSURANCE CORPORATION ETC.)",-3033.31,-1566.26,-136.46,-258.55,2025-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,8,August,"(SPECIAL DEPOSITS OF NON-GOVT. PROVIDENT FUNDS, INSURANCE CORPORATION ETC.)",-1656.77,-3323.03,-731.11,-989.66,2025-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,9,September,"(SPECIAL DEPOSITS OF NON-GOVT. PROVIDENT FUNDS, INSURANCE CORPORATION ETC.)",-175.45,-3398.48,-10713.89,-11703.55,2025-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,10,October,"(SPECIAL DEPOSITS OF NON-GOVT. PROVIDENT FUNDS, INSURANCE CORPORATION ETC.)",40.42,-3358.06,107.00,-11596.55,2025-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,11,November,"(SPECIAL DEPOSITS OF NON-GOVT. PROVIDENT FUNDS, INSURANCE CORPORATION ETC.)",653.94,-2704.12,-1062.60,-12659.15,2025-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,12,December,"(SPECIAL DEPOSITS OF NON-GOVT. PROVIDENT FUNDS, INSURANCE CORPORATION ETC.)",2750.14,46.02,-29040.82,-41699.97,2026-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,1,January,"(SPECIAL DEPOSITS OF NON-GOVT. PROVIDENT FUNDS, INSURANCE CORPORATION ETC.)",-138.90,-92.88,-5808.12,-47508.09,2026-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,2,February,"(SPECIAL DEPOSITS OF NON-GOVT. PROVIDENT FUNDS, INSURANCE CORPORATION ETC.)",-3201.61,-3294.49,-58.04,-47566.13,2026-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,3,March,"(SPECIAL DEPOSITS OF NON-GOVT. PROVIDENT FUNDS, INSURANCE CORPORATION ETC.)",,,6296.30,-41269.83,2026-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,4,April,(NATIONAL SMALL SAVING FUND),69851.30,69851.30,134860.82,134860.82,2025-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,5,May,(NATIONAL SMALL SAVING FUND),37884.73,107736.03,36980.00,171840.82,2025-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,6,June,(NATIONAL SMALL SAVING FUND),54777.29,162513.32,-105768.21,66072.61,2025-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,7,July,(NATIONAL SMALL SAVING FUND),-32924.08,129589.24,-5386.34,60686.27,2025-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,8,August,(NATIONAL SMALL SAVING FUND),-40495.19,89094.05,2343.22,63029.49,2025-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,9,September,(NATIONAL SMALL SAVING FUND),52070.32,141164.37,30269.33,93298.82,2025-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,10,October,(NATIONAL SMALL SAVING FUND),43814.54,184978.91,4921.40,98220.22,2025-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,11,November,(NATIONAL SMALL SAVING FUND),14684.45,199663.36,4600.32,102820.54,2025-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,12,December,(NATIONAL SMALL SAVING FUND),5982.39,205645.75,57669.97,160490.51,2026-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,1,January,(NATIONAL SMALL SAVING FUND),6329.69,211975.44,40134.30,200624.81,2026-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,2,February,(NATIONAL SMALL SAVING FUND),7225.13,219200.57,-11193.53,189431.28,2026-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,3,March,(NATIONAL SMALL SAVING FUND),,,69584.36,259015.64,2026-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,4,April,(SAVINGS DEPOSITS AND CERTIFICATES),24125.33,24125.33,24704.29,24704.29,2025-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,5,May,(SAVINGS DEPOSITS AND CERTIFICATES),18521.45,42646.78,20132.50,44836.79,2025-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,6,June,(SAVINGS DEPOSITS AND CERTIFICATES),29280.61,71927.39,20764.85,65601.64,2025-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,7,July,(SAVINGS DEPOSITS AND CERTIFICATES),26331.77,98259.16,22513.34,88114.98,2025-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,8,August,(SAVINGS DEPOSITS AND CERTIFICATES),15320.59,113579.75,16160.15,104275.13,2025-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,9,September,(SAVINGS DEPOSITS AND CERTIFICATES),37578.99,151158.74,14793.87,119069.00,2025-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,10,October,(SAVINGS DEPOSITS AND CERTIFICATES),22753.02,173911.76,14126.04,133195.04,2025-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,11,November,(SAVINGS DEPOSITS AND CERTIFICATES),24699.87,198611.63,12412.85,145607.89,2025-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,12,December,(SAVINGS DEPOSITS AND CERTIFICATES),28275.04,226886.67,13790.15,159398.04,2026-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,1,January,(SAVINGS DEPOSITS AND CERTIFICATES),28761.95,255648.62,15708.40,175106.44,2026-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,2,February,(SAVINGS DEPOSITS AND CERTIFICATES),27032.95,282681.57,14332.41,189438.85,2026-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,3,March,(SAVINGS DEPOSITS AND CERTIFICATES),,,43474.17,232913.02,2026-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,4,April,(PUBLIC PROVIDENT FUNDS),-3827.37,-3827.37,5868.04,5868.04,2025-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,5,May,(PUBLIC PROVIDENT FUNDS),824.18,-3003.19,1514.34,7382.38,2025-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,6,June,(PUBLIC PROVIDENT FUNDS),448.07,-2555.12,1070.69,8453.07,2025-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,7,July,(PUBLIC PROVIDENT FUNDS),483.66,-2071.46,1338.31,9791.38,2025-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,8,August,(PUBLIC PROVIDENT FUNDS),448.55,-1622.91,1168.93,10960.31,2025-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,9,September,(PUBLIC PROVIDENT FUNDS),266.66,-1356.25,719.30,11679.61,2025-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,10,October,(PUBLIC PROVIDENT FUNDS),498.67,-857.58,268.28,11947.89,2025-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,11,November,(PUBLIC PROVIDENT FUNDS),409.98,-447.60,304.19,12252.08,2025-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,12,December,(PUBLIC PROVIDENT FUNDS),433.08,-14.52,583.47,12835.55,2026-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,1,January,(PUBLIC PROVIDENT FUNDS),1204.22,1189.70,1700.59,14536.14,2026-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,2,February,(PUBLIC PROVIDENT FUNDS),1734.36,2924.06,2058.05,16594.19,2026-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,3,March,(PUBLIC PROVIDENT FUNDS),,,89478.49,106072.68,2026-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,4,April,(INVESTMENT IN SECURITIES),37154.85,37154.85,33921.25,33921.25,2025-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,5,May,(INVESTMENT IN SECURITIES),12731.02,49885.87,77949.42,111870.67,2025-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,6,June,(INVESTMENT IN SECURITIES),19021.68,68907.55,-131086.84,-19216.17,2025-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,7,July,(INVESTMENT IN SECURITIES),-57354.45,11553.10,-22653.63,-41869.80,2025-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,8,August,(INVESTMENT IN SECURITIES),-67521.06,-55967.96,-21747.28,-63617.08,2025-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,9,September,(INVESTMENT IN SECURITIES),-25112.19,-81080.15,-25399.36,-89016.44,2025-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,10,October,(INVESTMENT IN SECURITIES),13587.34,-67492.81,-17910.51,-106926.95,2025-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,11,November,(INVESTMENT IN SECURITIES),-15989.15,-83481.96,-12611.69,-119538.64,2025-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,12,December,(INVESTMENT IN SECURITIES),-30784.78,-114266.74,38464.88,-81073.76,2026-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,1,January,(INVESTMENT IN SECURITIES),-20811.69,-135078.43,25089.44,-55984.32,2026-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,2,February,(INVESTMENT IN SECURITIES),-28141.97,-163220.40,-34445.20,-90429.52,2026-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,3,March,(INVESTMENT IN SECURITIES),,,17871.11,-72558.41,2026-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,4,April,(INCOME / EXPENDITURE OF NSSF),12398.49,12398.49,70367.24,70367.24,2025-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,5,May,(INCOME / EXPENDITURE OF NSSF),5808.08,18206.57,-62616.26,7750.98,2025-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,6,June,(INCOME / EXPENDITURE OF NSSF),6026.93,24233.50,3483.09,11234.07,2025-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,7,July,(INCOME / EXPENDITURE OF NSSF),-2385.06,21848.44,-6584.36,4649.71,2025-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,8,August,(INCOME / EXPENDITURE OF NSSF),11256.73,33105.17,6761.42,11411.13,2025-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,9,September,(INCOME / EXPENDITURE OF NSSF),39336.86,72442.03,40155.52,51566.65,2025-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,10,October,(INCOME / EXPENDITURE OF NSSF),6975.51,79417.54,8437.59,60004.24,2025-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,11,November,(INCOME / EXPENDITURE OF NSSF),5563.75,84981.29,4494.97,64499.21,2025-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,12,December,(INCOME / EXPENDITURE OF NSSF),8059.05,93040.34,4831.47,69330.68,2026-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,1,January,(INCOME / EXPENDITURE OF NSSF),-2824.79,90215.55,-2364.13,66966.55,2026-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,2,February,(INCOME / EXPENDITURE OF NSSF),6599.79,96815.34,6861.21,73827.76,2026-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,3,March,(INCOME / EXPENDITURE OF NSSF),,,-81239.41,-7411.65,2026-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,4,April,(OTHERS),105531.27,105531.27,77355.65,77355.65,2025-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,5,May,(OTHERS),-1788.95,103742.32,-16245.21,61110.44,2025-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,6,June,(OTHERS),-17565.37,86176.95,-39529.84,21580.60,2025-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,7,July,(OTHERS),43060.32,129237.27,53505.91,75086.51,2025-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,8,August,(OTHERS),6914.29,136151.56,4345.12,79431.63,2025-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,9,September,(OTHERS),15087.58,151239.14,21931.64,101363.27,2025-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,10,October,(OTHERS),-5854.30,145384.84,22302.98,123666.25,2025-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,11,November,(OTHERS),-6224.69,139160.15,-13757.27,109908.98,2025-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,12,December,(OTHERS),-53341.46,85818.69,53448.47,163357.45,2026-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,1,January,(OTHERS),-21138.23,64680.46,12764.37,176121.82,2026-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,2,February,(OTHERS),-18877.01,45803.45,15849.71,191971.53,2026-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,3,March,(OTHERS),,,-34251.00,157720.53,2026-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,4,April,(INVESTMENT(-) / REDEMPTION (+) OF SURPLUS CASH),-20030,-98472,-94570,-266742,2025-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,5,May,(INVESTMENT(-) / REDEMPTION (+) OF SURPLUS CASH),-249362,-327804,-236278,-408450,2025-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,6,June,(INVESTMENT(-) / REDEMPTION (+) OF SURPLUS CASH),-146106,-224548,-122996,-295168,2025-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,7,July,(INVESTMENT(-) / REDEMPTION (+) OF SURPLUS CASH),-141826,-220268,-79927,-252099,2025-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,8,August,(INVESTMENT(-) / REDEMPTION (+) OF SURPLUS CASH),-116431,-194873,-44395,-216567,2025-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,9,September,(INVESTMENT(-) / REDEMPTION (+) OF SURPLUS CASH),-190138,-268580,-130993,-303165,2025-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,10,October,(INVESTMENT(-) / REDEMPTION (+) OF SURPLUS CASH),-142244,-220686,33428,-138744,2025-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,11,November,(INVESTMENT(-) / REDEMPTION (+) OF SURPLUS CASH),-3620,-82062,168272,-3900,2025-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,12,December,(INVESTMENT(-) / REDEMPTION (+) OF SURPLUS CASH),-274796,-353238,-7648,-179820,2026-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,1,January,(INVESTMENT(-) / REDEMPTION (+) OF SURPLUS CASH),-193092,-271534,23796,-148376,2026-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,2,February,(INVESTMENT(-) / REDEMPTION (+) OF SURPLUS CASH),-152359,-230801,23674,-148498,2026-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,3,March,(INVESTMENT(-) / REDEMPTION (+) OF SURPLUS CASH),,,93730,-78442,2026-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,4,April,(WAYS AND MEANS ADVANCES),0.00,0.00,0.00,0.00,2025-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,5,May,(WAYS AND MEANS ADVANCES),0.00,0.00,0.00,0.00,2025-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,6,June,(WAYS AND MEANS ADVANCES),0.00,0.00,0.00,0.00,2025-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,7,July,(WAYS AND MEANS ADVANCES),0.00,0.00,0.00,0.00,2025-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,8,August,(WAYS AND MEANS ADVANCES),0.00,0.00,0.00,0.00,2025-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,9,September,(WAYS AND MEANS ADVANCES),0.00,0.00,0.00,0.00,2025-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,10,October,(WAYS AND MEANS ADVANCES),0.00,0.00,0.00,0.00,2025-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,11,November,(WAYS AND MEANS ADVANCES),0.00,0.00,0.00,0.00,2025-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,12,December,(WAYS AND MEANS ADVANCES),0.00,0.00,0.00,0.00,2026-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,1,January,(WAYS AND MEANS ADVANCES),0.00,0.00,0.00,0.00,2026-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,2,February,(WAYS AND MEANS ADVANCES),0.00,0.00,0.00,0.00,2026-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,3,March,(WAYS AND MEANS ADVANCES),,,0.00,0.00,2026-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
